Protein_A_idx	Protein_B_idx	Interaction	Uniprot_A	Uniprot_B
563	24	0.199	P27692	Q03195
563	1684	0.856	P27692	P22138
563	2242	0.056	P27692	P39517
563	4239	0.199	P27692	P53063
563	3310	0.199	P27692	P47047
563	1354	0.199	P27692	P15646
563	922	0.276	P27692	P41895
563	3053	0.448	P27692	Q06697
563	2671	0.992	P27692	P20434
563	1831	0.995	P27692	P27999
563	2518	0.199	P27692	P38845
563	3188	0.996	P27692	P04050
563	3029	0.109	P27692	Q03330
563	4572	0.56	P27692	P32485
563	3069	0.199	P27692	P35178
563	2003	0.199	P27692	P43603
563	932	0.199	P27692	Q99207
563	1148	0.206	P27692	P38011
563	4467	0.199	P27692	P20448
563	2434	0.115	P27692	Q12306
563	653	0.29	P27692	P07278
563	2605	0.654	P27692	Q03761
563	2708	0.199	P27692	P35189
563	634	0.722	P27692	P19454
563	1078	0.232	P27692	P39940
563	3676	0.196	P27692	P50102
563	2788	0.117	P27692	P53849
563	4868	0.199	P27692	Q08649
563	1395	0.199	P27692	Q12159
563	1575	0.199	P27692	P53741
563	679	0.7909999999999999	P27692	P89105
563	886	0.995	P27692	P08518
563	3971	0.199	P27692	P38883
563	4082	0.32	P27692	P33201
563	2673	0.993	P27692	P20436
563	4090	0.991	P27692	P16370
563	3286	0.275	P27692	P36146
563	4780	0.25	P27692	P38989
563	4364	0.199	P27692	P40991
563	3383	0.199	P27692	Q06685
563	3418	0.234	P27692	Q03280
563	300	0.8079999999999999	P27692	P40164
563	29	0.742	P27692	P38193
563	5118	0.741	P27692	P23293
563	3189	0.585	P27692	Q01080
563	2966	0.305	P27692	P34223
563	2399	0.081	P27692	P30822
563	1162	0.207	P27692	Q03898
563	4268	0.498	P27692	Q99383
563	3537	0.199	P27692	P53261
563	1931	0.654	P27692	P47122
563	771	0.199	P27692	Q03088
563	4080	0.358	P27692	P33203
563	1105	0.119	P27692	P38129
563	2391	0.28	P27692	P43639
563	1134	0.583	P27692	P40457
563	1674	0.199	P27692	Q02892
563	3439	0.199	P27692	P53136
563	2410	0.264	P27692	P04147
563	4652	0.297	P27692	Q04636
563	3511	0.199	P27692	P53914
563	4864	0.7440000000000001	P27692	P07703
563	3600	0.297	P27692	P47037
563	1630	0.657	P27692	P46995
563	2443	0.199	P27692	P53235
563	1375	0.199	P27692	P21951
563	648	0.8640000000000001	P27692	P07273
563	925	0.56	P27692	P53617
563	2793	0.297	P27692	Q01477
563	3277	0.831	P27692	P23615
563	543	0.284	P27692	P53738
563	430	0.117	P27692	P30771
563	2944	0.199	P27692	P33322
563	4292	0.199	P27692	P50094
563	4047	0.28600000000000003	P27692	P25558
563	838	0.29	P27692	P32447
563	4419	0.29100000000000004	P27692	Q06834
563	69	0.994	P27692	P40422
563	4056	0.115	P27692	P36012
563	3896	0.565	P27692	P06244
563	2594	0.6759999999999999	P27692	P38930
563	457	0.199	P27692	P29055
563	4000	0.86	P27692	P38439
563	4124	0.565	P27692	P38431
563	2546	0.994	P27692	P38902
563	3504	0.317	P27692	P53040
563	4685	0.199	P27692	Q12389
563	1594	0.643	P27692	P32558
563	3933	0.199	P27692	P41819
563	4189	0.199	P27692	Q04373
563	2714	0.297	P27692	P07560
563	4771	0.199	P27692	P38630
563	2037	0.199	P27692	O13297
563	2935	0.297	P27692	P11633
563	4872	0.33	P27692	Q00416
563	4357	0.73	P27692	P15790
563	4240	0.735	P27692	P53064
563	1960	0.199	P27692	Q05022
563	2975	0.626	P27692	Q06505
563	1506	0.206	P27692	Q07381
563	3897	0.196	P27692	P06245
563	4520	0.996	P27692	P34087
563	135	0.996	P27692	P32914
563	2162	0.848	P27692	P10964
563	881	0.56	P27692	P46669
563	1636	0.199	P27692	P43586
563	4321	0.139	P27692	P25646
563	833	0.303	P27692	P29468
563	685	0.199	P27692	Q06344
563	545	0.297	P27692	Q04511
563	3488	0.588	P27692	P32783
563	1748	0.585	P27692	P36070
563	2670	0.996	P27692	P20435
563	3072	0.12	P27692	P35177
563	2205	0.199	P27692	Q06706
563	1057	0.7959999999999999	P27692	P38351
563	3422	0.498	P27692	P32657
563	2936	0.536	P27692	P11632
563	2676	0.935	P27692	P20433
563	1767	0.583	P27692	P38929
563	820	0.585	P27692	P47006
563	2372	0.29	P27692	P53899
563	3734	0.199	P27692	P47089
563	2902	0.498	P27692	P25298
563	1509	0.199	P27692	P47068
563	3257	0.199	P27692	P36036
563	921	0.91	P27692	P41896
563	4462	0.199	P27692	P20447
563	2903	0.498	P27692	P25299
563	3660	0.199	P27692	Q06218
563	2711	0.199	P27692	P34167
563	1761	0.199	P27692	P40059
563	1454	0.199	P27692	P13382
563	2400	0.28800000000000003	P27692	P15442
563	5073	0.276	P27692	P40084
563	3681	0.117	P27692	Q06525
563	2921	0.606	P27692	P54000
563	3864	0.199	P27692	P42073
563	1534	0.408	P27692	Q01159
563	4368	0.198	P27692	Q02796
563	1384	0.199	P27692	P40040
563	3376	0.199	P27692	P45818
563	4853	0.334	P27692	Q03213
563	3088	0.329	P27692	P47156
563	2284	0.199	P27692	Q08726
563	3658	0.199	P27692	Q06214
563	2076	0.619	P27692	P32345
563	3262	0.318	P27692	Q12102
563	234	0.199	P27692	Q05580
563	50	0.199	P27692	P38174
563	5040	0.638	P27692	P22696
563	1809	0.199	P27692	P15274
24	2725	0.14300000000000002	Q03195	Q07623
24	2242	0.062	Q03195	P39517
24	1261	0.276	Q03195	Q12000
24	3809	0.6629999999999999	Q03195	P38249
24	400	0.112	Q03195	P38764
24	2201	0.112	Q03195	P33297
24	4914	0.28800000000000003	Q03195	P39015
24	638	0.056	Q03195	P40150
24	25	0.112	Q03195	P38199
24	3207	0.605	Q03195	Q12213
24	1188	0.934	Q03195	P29453
24	4082	0.746	Q03195	P33201
24	4090	0.29600000000000004	Q03195	P16370
24	4283	0.772	Q03195	P41805
24	1273	0.324	Q03195	P26784
24	1986	0.276	Q03195	P06105
24	1068	0.723	Q03195	P10664
24	1649	0.185	Q03195	P43588
24	1465	0.276	Q03195	P40462
24	2763	0.998	Q03195	P05317
24	1274	0.982	Q03195	P26786
24	686	0.057	Q03195	P50095
24	977	0.193	Q03195	P06843
24	1645	0.772	Q03195	P14126
24	469	0.353	Q03195	P34078
24	1813	0.723	Q03195	P49626
24	2155	0.934	Q03195	P0CX52
24	4728	0.985	Q03195	P33442
24	3883	0.338	Q03195	P05453
24	4795	0.122	Q03195	P50623
24	138	0.324	Q03195	P32911
24	2461	0.982	Q03195	P0CX40
24	4925	0.157	Q03195	P32903
24	4124	0.602	Q03195	P38431
24	2569	0.289	Q03195	P10622
24	4615	0.931	Q03195	P23248
24	1484	0.998	Q03195	P12385
24	1079	0.909	Q03195	P40212
24	1247	0.147	Q03195	P24783
24	3486	0.861	Q03195	Q05775
24	5047	0.982	Q03195	P0CX36
24	967	0.605	Q03195	P05737
24	4231	0.7659999999999999	Q03195	P32497
24	4212	0.934	Q03195	P02407
24	3039	0.911	Q03195	Q3E7Y3
24	1470	0.594	Q03195	P40469
24	3641	0.884	Q03195	P33309
24	1241	0.324	Q03195	Q04067
24	1992	0.28800000000000003	Q03195	P08678
24	2577	0.909	Q03195	Q12690
24	2775	0.7909999999999999	Q03195	P53846
24	826	0.319	Q03195	P16622
24	1566	0.654	Q03195	P47118
1684	535	0.199	P22138	P46655
1684	2725	0.1	P22138	Q07623
1684	2242	0.147	P22138	P39517
1684	1261	0.276	P22138	Q12000
1684	4568	0.31	P22138	P32481
1684	3368	0.229	P22138	Q12460
1684	638	0.09	P22138	P40150
1684	1354	0.114	P22138	P15646
1684	2671	0.985	P22138	P20434
1684	408	0.322	P22138	P38144
1684	3438	0.18	P22138	P53131
1684	1283	0.1	P22138	Q04660
1684	2844	0.122	P22138	P40537
1684	932	0.126	P22138	Q99207
1684	163	0.056	P22138	P00549
1684	1539	0.353	P22138	Q04477
1684	2475	0.113	P22138	P61830
1684	1578	0.1	P22138	Q08235
1684	1102	0.616	P22138	P10591
1684	378	0.29600000000000004	P22138	P06700
1684	2730	0.202	P22138	P32502
1684	2992	0.113	P22138	P02309
1684	721	0.126	P22138	P48234
1684	761	0.565	P22138	P02294
1684	2235	0.132	P22138	Q03940
1684	5125	0.266	P22138	P40089
1684	2092	0.193	P22138	P24870
1684	3757	0.141	P22138	P39935
1684	79	0.608	P22138	Q12522
1684	1306	0.056	P22138	P02829
1684	4009	0.118	P22138	P11484
1684	2673	0.955	P22138	P20436
1684	4090	0.504	P22138	P16370
1684	1273	0.276	P22138	P26784
1684	3286	0.275	P22138	P36146
1684	1649	0.112	P22138	P43588
1684	4364	0.1	P22138	P40991
1684	2913	0.565	P22138	P25454
1684	1592	0.118	P22138	P10592
1684	3812	0.314	P22138	Q00684
1684	3164	0.18600000000000005	P22138	Q12329
1684	3418	0.126	P22138	Q03280
1684	3364	0.132	P22138	Q12464
1684	3189	0.968	P22138	Q01080
1684	1162	0.207	P22138	Q03898
1684	2290	0.498	P22138	P38111
1684	5093	0.056	P22138	P07259
1684	2079	0.297	P22138	P32349
1684	3537	0.1	P22138	P53261
1684	94	0.214	P22138	Q03532
1684	1931	0.328	P22138	P47122
1684	3775	0.075	P22138	Q04217
1684	600	0.1	P22138	P27476
1684	1849	0.147	P22138	P06634
1684	781	0.1	P22138	Q08962
1684	3851	0.82	P22138	Q12499
1684	2760	0.14300000000000002	P22138	P00937
1684	1236	0.161	P22138	P32892
1684	1991	0.305	P22138	P43573
1684	3511	0.1	P22138	P53914
1684	1086	0.14300000000000002	P22138	P21304
1684	4864	0.987	P22138	P07703
1684	1426	0.113	P22138	P25339
1684	543	0.285	P22138	P53738
1684	678	0.1	P22138	Q12176
1684	3440	0.969	P22138	P32529
1684	4176	0.196	P22138	Q03785
1684	4795	0.122	P22138	P50623
1684	2944	0.727	P22138	P33322
1684	4406	0.596	P22138	P36000
1684	4925	0.157	P22138	P32903
1684	280	0.32299999999999995	P22138	Q05672
1684	4499	0.407	P22138	Q07949
1684	69	0.985	P22138	P40422
1684	2889	0.1	P22138	P36049
1684	1644	0.698	P22138	Q07844
1684	3680	0.927	P22138	P50106
1684	2732	0.14300000000000002	P22138	P32501
1684	1557	0.2	P22138	Q03973
1684	18	0.063	P22138	P10659
1684	752	0.126	P22138	Q06631
1684	1900	0.507	P22138	P52918
1684	2667	0.14	P22138	Q12449
1684	2935	0.2	P22138	P11633
1684	4357	0.204	P22138	P15790
1684	1960	0.29600000000000004	P22138	Q05022
1684	3300	0.282	P22138	P22470
1684	1572	0.989	P22138	P28000
1684	1685	0.988	P22138	P22139
1684	4229	0.1	P22138	P32495
1684	135	0.855	P22138	P32914
1684	2162	0.988	P22138	P10964
1684	881	0.987	P22138	P46669
1684	3258	0.698	P22138	P36037
1684	4248	0.126	P22138	P54780
1684	1484	0.565	P22138	P12385
1684	119	0.174	P22138	Q08746
1684	2075	0.126	P22138	P0CX50
1684	4862	0.181	P22138	P02557
1684	1163	0.07200000000000001	P22138	P31539
1684	1748	0.932	P22138	P36070
1684	2670	0.966	P22138	P20435
1684	7	0.126	P22138	Q06106
1684	364	0.1	P22138	P37838
1684	4040	0.126	P22138	Q06205
1684	2936	0.2	P22138	P11632
1684	1769	0.1	P22138	P38911
1684	1497	0.126	P22138	Q07896
1684	1693	0.112	P22138	Q05636
1684	1307	0.126	P22138	P05748
1684	2449	0.198	P22138	P53233
1684	3620	0.1	P22138	P42846
1684	820	0.959	P22138	P47006
1684	4900	0.585	P22138	P47035
1684	4462	0.161	P22138	P20447
1684	1519	0.1	P22138	P39990
1684	191	0.1	P22138	Q04500
1684	411	0.198	P22138	P38147
1684	139	0.742	P22138	P32910
1684	2159	0.126	P22138	Q12136
1684	4054	0.602	P22138	P36010
1684	3014	0.204	P22138	P38263
1684	4163	0.278	P22138	P39692
1684	2521	0.126	P22138	P46959
1684	3725	0.332	P22138	P38086
1684	511	0.1	P22138	Q6Q547
535	638	0.056	P46655	P40150
535	2145	0.113	P46655	P38934
535	25	0.289	P46655	P38199
535	1749	0.28800000000000003	P46655	P33775
535	2235	0.111	P46655	Q03940
535	4868	0.199	P46655	Q08649
535	2188	0.28800000000000003	P46655	Q12043
535	3757	0.7859999999999999	P46655	P39935
535	1575	0.056	P46655	P53741
535	4413	0.701	P46655	P36008
535	1750	0.46	P46655	P40693
535	1465	0.25	P46655	P40462
535	2913	0.606	P46655	P25454
535	3418	0.125	P46655	Q03280
535	1032	0.28800000000000003	P46655	P40328
535	1366	0.28800000000000003	P46655	P11709
535	4864	0.067	P46655	P07703
535	4304	0.28800000000000003	P46655	Q12245
535	1317	0.161	P46655	P32361
535	1586	0.12	P46655	P53969
535	3263	0.207	P46655	Q12100
535	4925	0.157	P46655	P32903
535	4047	0.28800000000000003	P46655	P25558
535	1844	0.28800000000000003	P46655	P34252
535	2601	0.225	P46655	Q06245
535	2547	0.597	P46655	P38903
535	1774	0.056	P46655	Q12149
535	4685	0.308	P46655	Q12389
535	3753	0.28800000000000003	P46655	P40517
535	4249	0.114	P46655	P28707
535	1762	0.16699999999999998	P46655	P21965
535	1708	0.28800000000000003	P46655	Q12098
535	1722	0.287	P46655	Q05521
535	912	0.28800000000000003	P46655	P42940
535	3034	0.28800000000000003	P46655	Q12692
535	1733	0.375	P46655	P38820
535	1163	0.056	P46655	P31539
535	4021	0.28800000000000003	P46655	P36162
535	667	0.057	P46655	P40339
535	265	0.316	P46655	Q10740
535	1504	0.28800000000000003	P46655	Q03373
535	1073	0.989	P46655	P46672
535	4869	0.28800000000000003	P46655	Q04659
535	1612	0.276	P46655	P53173
535	285	0.545	P46655	P0CX26
535	4314	0.28800000000000003	P46655	Q12179
535	4882	0.173	P46655	P31374
535	1836	0.28800000000000003	P46655	Q08956
535	4892	0.946	P46655	P00958
535	3594	0.28800000000000003	P46655	P35842
535	4951	0.276	P46655	P32874
535	3951	0.28800000000000003	P46655	Q12274
535	2421	0.289	P46655	P43123
2725	2734	0.265	Q07623	Q08208
2725	740	0.218	Q07623	P38779
2725	3438	0.122	Q07623	P53131
2725	1283	0.063	Q07623	Q04660
2725	4430	0.14300000000000002	Q07623	Q06512
2725	2852	0.29	Q07623	P25586
2725	3861	0.28800000000000003	Q07623	P53874
2725	4019	0.197	Q07623	P36160
2725	1015	0.102	Q07623	P07260
2725	4210	0.219	Q07623	P39744
2725	4266	0.565	Q07623	P25635
2725	721	0.131	Q07623	P48234
2725	2788	0.112	Q07623	P53849
2725	3757	0.063	Q07623	P39935
2725	1395	0.212	Q07623	Q12159
2725	79	0.063	Q07623	Q12522
2725	1535	0.184	Q07623	P25808
2725	915	0.687	Q07623	P42945
2725	2305	0.459	Q07623	P35194
2725	4364	0.077	Q07623	P40991
2725	3418	0.135	Q07623	Q03280
2725	1274	0.132	Q07623	P26786
2725	2079	0.079	Q07623	P32349
2725	3537	0.218	Q07623	P53261
2725	243	0.151	Q07623	P15424
2725	94	0.259	Q07623	Q03532
2725	3775	0.8109999999999999	Q07623	Q04217
2725	2214	0.131	Q07623	P34241
2725	2467	0.102	Q07623	P0CX48
2725	3851	0.655	Q07623	Q12499
2725	1236	0.204	Q07623	P32892
2725	2410	0.16399999999999998	Q07623	P04147
2725	2513	0.179	Q07623	P46951
2725	3511	0.294	Q07623	P53914
2725	2223	0.655	Q07623	Q08920
2725	1086	0.056	Q07623	P21304
2725	4384	0.087	Q07623	Q12024
2725	1571	0.772	Q07623	P28007
2725	3813	0.8079999999999999	Q07623	Q08096
2725	678	0.14300000000000002	Q07623	Q12176
2725	2944	0.81	Q07623	P33322
2725	2461	0.162	Q07623	P0CX40
2725	4036	0.319	Q07623	P25555
2725	3247	0.218	Q07623	P40010
2725	4189	0.085	Q07623	Q04373
2725	353	0.185	Q07623	P36120
2725	780	0.8079999999999999	Q07623	Q08965
2725	1960	0.459	Q07623	Q05022
2725	2891	0.348	Q07623	P36047
2725	1506	0.219	Q07623	Q07381
2725	1685	0.14300000000000002	Q07623	P22139
2725	5136	0.1	Q07623	Q12754
2725	4229	0.593	Q07623	P32495
2725	1906	0.119	Q07623	P39985
2725	1247	0.321	Q07623	P24783
2725	5047	0.117	Q07623	P0CX36
2725	4666	0.3	Q07623	P26449
2725	3620	0.111	Q07623	P42846
2725	2298	0.29100000000000004	Q07623	Q06679
2725	1215	0.18	Q07623	P47108
2725	976	0.179	Q07623	P48237
2725	4219	0.28800000000000003	Q07623	P15496
2725	2761	0.18	Q07623	Q07821
2725	1999	0.29	Q07623	P43607
2725	3018	0.179	Q07623	P03874
2734	2242	0.207	Q08208	P39517
2734	740	0.199	Q08208	P38779
2734	2479	0.198	Q08208	Q01389
2734	3438	0.35	Q08208	P53131
2734	2844	0.187	Q08208	P40537
2734	4430	0.14300000000000002	Q08208	Q06512
2734	2852	0.195	Q08208	P25586
2734	3861	0.29100000000000004	Q08208	P53874
2734	4467	0.633	Q08208	P20448
2734	1578	0.8320000000000001	Q08208	Q08235
2734	3207	0.112	Q08208	Q12213
2734	4019	0.456	Q08208	P36160
2734	4210	0.344	Q08208	P39744
2734	1188	0.802	Q08208	P29453
2734	1395	0.258	Q08208	Q12159
2734	1575	0.065	Q08208	P53741
2734	3971	0.281	Q08208	P38883
2734	1944	0.122	Q08208	Q08004
2734	1535	0.257	Q08208	P25808
2734	5118	0.28800000000000003	Q08208	P23293
2734	2399	0.103	Q08208	P30822
2734	4126	0.179	Q08208	P17157
2734	2079	0.079	Q08208	P32349
2734	94	0.65	Q08208	Q03532
2734	4397	0.155	Q08208	P25567
2734	2343	0.228	Q08208	Q04031
2734	3775	0.19	Q08208	Q04217
2734	1813	0.276	Q08208	P49626
2734	1674	0.392	Q08208	Q02892
2734	3851	0.8220000000000001	Q08208	Q12499
2734	1236	0.778	Q08208	P32892
2734	2968	0.205	Q08208	Q03758
2734	1086	0.794	Q08208	P21304
2734	3600	0.604	Q08208	P47037
2734	1426	0.18600000000000005	Q08208	P25339
2734	678	0.765	Q08208	Q12176
2734	4795	0.194	Q08208	P50623
2734	2944	0.778	Q08208	P33322
2734	3263	0.299	Q08208	Q12100
2734	4489	0.3	Q08208	Q01919
2734	3479	0.197	Q08208	P32789
2734	2889	0.652	Q08208	P36049
2734	866	0.28800000000000003	Q08208	P24482
2734	4685	0.263	Q08208	Q12389
2734	725	0.43	Q08208	P20484
2734	2848	0.728	Q08208	P25582
2734	3110	0.8	Q08208	P53927
2734	4357	0.163	Q08208	P15790
2734	1960	0.391	Q08208	Q05022
2734	4245	0.17800000000000002	Q08208	P27705
2734	1506	0.28	Q08208	Q07381
2734	3337	0.241	Q08208	P38070
2734	2934	0.31	Q08208	P05745
2734	1636	0.125	Q08208	P43586
2734	4425	0.295	Q08208	P47116
2734	685	0.122	Q08208	Q06344
2734	2289	0.775	Q08208	P38112
2734	7	0.384	Q08208	Q06106
2734	364	0.772	Q08208	P37838
2734	4040	0.156	Q08208	Q06205
2734	2120	0.585	Q08208	P36080
2734	3697	0.194	Q08208	P25044
2734	2471	0.35100000000000003	Q08208	P32350
2734	3470	0.309	Q08208	Q12481
2734	1307	0.293	Q08208	P05748
2734	820	0.28800000000000003	Q08208	P47006
2734	3584	0.28800000000000003	Q08208	P46965
2734	3678	0.251	Q08208	Q03002
2734	2357	0.297	Q08208	P87262
2734	3641	0.184	Q08208	P33309
2734	3372	0.297	Q08208	P40525
2734	3796	0.31	Q08208	O14455
2734	2503	0.194	Q08208	Q12236
2734	2696	0.28800000000000003	Q08208	P38301
2734	4412	0.398	Q08208	P36009
2734	4106	0.187	Q08208	Q03306
2734	827	0.194	Q08208	P29461
999	3272	0.28800000000000003	Q12427	P15108
999	422	0.28800000000000003	Q12427	P16521
999	2434	0.192	Q12427	Q12306
999	4126	0.198	Q12427	P17157
999	677	0.581	Q12427	P22579
999	4539	0.086	Q12427	P53104
999	4059	0.56	Q12427	P11792
999	3896	0.093	Q12427	P06244
999	3897	0.099	Q12427	P06245
999	3987	0.29600000000000004	Q12427	P40505
999	3586	0.279	Q12427	P46963
999	1659	0.662	Q12427	P00899
3272	2242	0.08800000000000001	P15108	P39517
3272	1261	0.276	P15108	Q12000
3272	3809	0.106	P15108	P38249
3272	1106	0.287	P15108	P13393
3272	1957	0.113	P15108	Q05027
3272	400	0.297	P15108	P38764
3272	2201	0.185	P15108	P33297
3272	638	0.507	P15108	P40150
3272	422	0.28800000000000003	P15108	P16521
3272	3095	0.353	P15108	P00431
3272	1329	0.119	P15108	Q12080
3272	3029	0.165	P15108	Q03330
3272	2909	0.334	P15108	P25293
3272	4144	0.7490000000000001	P15108	P08964
3272	162	0.445	P15108	P04385
3272	3822	0.643	P15108	P23287
3272	3861	0.266	P15108	P53874
3272	1336	0.207	P15108	P33417
3272	2434	0.301	P15108	Q12306
3272	653	0.344	P15108	P07278
3272	1102	0.8490000000000001	P15108	P10591
3272	3508	0.338	P15108	P00358
3272	322	0.55	P15108	P14747
3272	738	0.19	P15108	P32505
3272	3676	0.182	P15108	P50102
3272	2235	0.13	P15108	Q03940
3272	2661	0.269	P15108	Q12446
3272	3860	0.7390000000000001	P15108	P53691
3272	79	0.12	P15108	Q12522
3272	4098	0.28800000000000003	P15108	P15303
3272	4413	0.36	P15108	P36008
3272	3453	0.168	P15108	Q07807
3272	1492	0.409	P15108	P14284
3272	4009	0.5660000000000001	P15108	P11484
3272	4090	0.093	P15108	P16370
3272	3992	0.3720000000000001	P15108	P10823
3272	4234	0.667	P15108	P32492
3272	1750	0.29600000000000004	P15108	P40693
3272	2305	0.28800000000000003	P15108	P35194
3272	1273	0.276	P15108	P26784
3272	1986	0.276	P15108	P06105
3272	1649	0.129	P15108	P43588
3272	2566	0.652	P15108	P32944
3272	1465	0.314	P15108	P40462
3272	98	0.209	P15108	P00942
3272	242	0.302	P15108	Q99260
3272	2913	0.669	P15108	P25454
3272	1179	0.954	P15108	P06101
3272	1592	0.8490000000000001	P15108	P10592
3272	4012	0.127	P15108	P04912
3272	3418	0.301	P15108	Q03280
3272	294	0.183	P15108	Q02724
3272	3364	0.14	P15108	Q12464
3272	3968	0.408	P15108	P38886
3272	4916	0.14300000000000002	P15108	P39016
3272	1039	0.619	P15108	P23561
3272	2399	0.067	P15108	P30822
3272	5093	0.29600000000000004	P15108	P07259
3272	2219	0.536	P15108	Q06078
3272	3293	0.665	P15108	P33313
3272	2760	0.141	P15108	P00937
3272	1956	0.134	P15108	P53959
3272	2009	0.245	P15108	P43609
3272	4890	0.218	P15108	P16892
3272	2968	0.205	P15108	Q03758
3272	3131	0.565	P15108	P25847
3272	1375	0.208	P15108	P21951
3272	4619	0.215	P15108	P41832
3272	4924	0.594	P15108	P32902
3272	1320	0.206	P15108	P22141
3272	1586	0.12	P15108	P53969
3272	3883	0.267	P15108	P05453
3272	125	0.565	P15108	P39715
3272	4925	0.157	P15108	P32903
3272	4047	0.218	P15108	P25558
3272	4419	0.289	P15108	Q06834
3272	2601	0.224	P15108	Q06245
3272	4056	0.171	P15108	P36012
3272	1774	0.056	P15108	Q12149
3272	438	0.179	P15108	Q12510
3272	414	0.28800000000000003	P15108	Q3E7B2
3272	18	0.057	P15108	P10659
3272	2382	0.2	P15108	Q08109
3272	4273	0.598	P15108	P08566
3272	2908	0.6809999999999999	P15108	Q12118
3272	3514	0.565	P15108	P53917
3272	4623	0.199	P15108	Q06639
3272	4249	0.65	P15108	P28707
3272	2667	0.949	P15108	Q12449
3272	1640	0.28800000000000003	P15108	P43583
3272	3314	0.623	P15108	P38788
3272	3229	0.145	P15108	P46970
3272	3336	0.28800000000000003	P15108	P38077
3272	146	0.648	P15108	P00830
3272	2457	0.968	P15108	P15705
3272	251	0.128	P15108	P32288
3272	3447	0.199	P15108	P32832
3272	3034	0.12	P15108	Q12692
3272	4826	0.306	P15108	Q06554
3272	208	0.483	P15108	P32590
3272	2452	0.157	P15108	P25644
3272	4893	0.574	P15108	P52286
3272	4932	0.112	P15108	P32476
3272	3518	0.206	P15108	P53919
3272	3072	0.165	P15108	P35177
3272	56	0.28800000000000003	P15108	Q07963
3272	3481	0.27	P15108	Q05778
3272	4491	0.19	P15108	Q07541
3272	3531	0.28800000000000003	P15108	P53599
3272	1504	0.28800000000000003	P15108	Q03373
3272	2767	0.76	P15108	Q08446
3272	1211	0.736	P15108	P47103
3272	3699	0.402	P15108	P22803
3272	652	0.536	P15108	P07277
3272	2358	0.22	P15108	P53165
3272	812	0.28800000000000003	P15108	P39734
3272	1549	0.198	P15108	P35732
3272	4839	0.28800000000000003	P15108	P38164
3272	1259	0.065	P15108	P43558
3272	2640	0.515	P15108	P38692
3272	220	0.511	P15108	P53834
3272	1130	0.36	P15108	Q08601
3272	4261	0.617	P15108	P25638
3272	1992	0.625	P15108	P08678
3272	5037	0.142	P15108	P23641
3272	3126	0.28800000000000003	P15108	P00927
3272	411	0.536	P15108	P38147
3272	2370	0.293	P15108	P53897
3272	879	0.28800000000000003	P15108	P53724
3272	1110	0.7040000000000001	P15108	P38123
3272	3805	0.218	P15108	P38241
3272	3441	0.362	P15108	P32838
3272	2312	0.309	P15108	P35193
3272	2071	0.29	P15108	P32340
3272	3296	0.28800000000000003	P15108	P36149
3272	3503	0.693	P15108	P53043
3272	1836	0.129	P15108	Q08956
3272	450	0.34600000000000003	P15108	Q07351
3272	794	0.498	P15108	Q07653
3272	110	0.358	P15108	Q08187
3272	4486	0.284	P15108	Q07549
3272	5015	0.28800000000000003	P15108	Q02804
3272	1000	0.28800000000000003	P15108	P43620
3272	4821	0.28800000000000003	P15108	P40566
3272	4857	0.28800000000000003	P15108	P31116
4037	4817	0.28800000000000003	P25554	P07251
4037	1957	0.996	P25554	Q05027
4037	400	0.28800000000000003	P25554	P38764
4037	4568	0.28800000000000003	P25554	P32481
4037	408	0.113	P25554	P38144
4037	422	0.28800000000000003	P25554	P16521
4037	3029	0.975	P25554	Q03330
4037	4722	0.977	P25554	Q12030
4037	1149	0.197	P25554	P38236
4037	1148	0.28800000000000003	P25554	P38011
4037	2475	0.446	P25554	P61830
4037	2605	0.988	P25554	Q03761
4037	761	0.198	P25554	P02294
4037	4281	0.106	P25554	P0CG63
4037	3676	0.905	P25554	P50102
4037	2723	0.289	P25554	P60010
4037	843	0.28800000000000003	P25554	P09734
4037	4012	0.092	P25554	P04912
4037	5131	0.198	P25554	Q12753
4037	4045	0.989	P25554	P38811
4037	5093	0.28800000000000003	P25554	P07259
4037	1027	0.289	P25554	P40327
4037	1403	0.28800000000000003	P25554	Q00955
4037	2947	0.736	P25554	Q12060
4037	3187	0.171	P25554	P04051
4037	1105	0.853	P25554	P38129
4037	1419	0.121	P25554	P16474
4037	1849	0.289	P25554	P06634
4037	1358	0.28800000000000003	P25554	P12612
4037	4228	0.995	P25554	P32494
4037	3626	0.99	P25554	Q02336
4037	5027	0.28800000000000003	P25554	P16140
4037	4057	0.28800000000000003	P25554	P36013
4037	3767	0.289	P25554	Q01939
4037	3873	0.28	P25554	P35208
4037	2163	0.121	P25554	P10961
4037	2678	0.198	P25554	Q08732
4037	4937	0.28800000000000003	P25554	P32473
4037	1428	0.995	P25554	P50875
4037	430	0.22	P25554	P30771
4037	1379	0.61	P25554	P19880
4037	4976	0.198	P25554	P32583
4037	4331	0.289	P25554	P36224
4037	1621	0.28800000000000003	P25554	P16861
4037	2744	0.289	P25554	P34760
4037	838	0.29	P25554	P32447
4037	913	0.28800000000000003	P25554	P42943
4037	3504	0.898	P25554	P53040
4037	18	0.28800000000000003	P25554	P10659
4037	2910	0.6579999999999999	P25554	P38915
4037	1717	0.289	P25554	P19097
4037	3336	0.28800000000000003	P25554	P38077
4037	146	0.289	P25554	P00830
4037	2162	0.171	P25554	P10964
4037	565	0.198	P25554	P00447
4037	4862	0.28800000000000003	P25554	P02557
4037	3888	0.34	P25554	P28241
4037	1947	0.289	P25554	P39676
