Protein_A_idx	Protein_B_idx	Interaction	Uniprot_A	Uniprot_B
402	1413	0.0	P38766	Q05854
5133	5136	0.0	P21264	Q12754
3840	4103	0.0	Q03860	Q03653
175	3996	0.0	P38191	P40030
665	2329	0.0	P38374	P47130
1198	4997	0.0	P49017	Q99278
5095	5135	0.0	P14772	P22515
1884	1966	0.0	P47052	P53176
1618	4623	0.0	Q04006	Q06639
3877	4932	0.0	P53051	P32476
2948	3559	0.0	Q12373	Q12262
4625	4786	0.0	P40574	P15365
2918	3302	0.0	P54005	Q06263
1530	2857	0.0	P18634	P10507
3308	4091	0.0	P53740	Q06449
3343	4652	0.0	Q03104	Q04636
4402	4985	0.0	Q06032	P53822
3490	3726	0.0	P32785	P47083
768	1737	0.0	Q12502	P0CY11
2370	4259	0.0	P53897	P53246
4026	4871	0.0	P36168	P38299
4073	4817	0.0	P40347	P07251
851	2935	0.0	P00854	P11633
2307	2576	0.0	P35196	P33338
3970	4996	0.0	P38880	Q02486
2005	2216	0.0	P46989	P69771
2402	5054	0.0	P22203	P36085
3891	3908	0.0	P53905	P32645
4411	4681	0.0	P21592	P34730
4893	5091	0.0	P52286	P39965
1733	2191	0.0	P38820	Q08826
3689	4496	0.0	Q12009	P39515
2253	3745	0.0	Q12035	Q08215
4358	4889	0.0	O13525	P31379
4190	4757	0.0	P53119	P40529
4152	4365	0.0	P57744	P40992
1671	3318	0.0	Q12368	P12904
5051	5071	0.0	P0CX30	P40087
2016	2509	0.0	P47074	P46957
2044	4238	0.0	P41338	P53062
3185	5110	0.0	P32339	P19516
479	2689	0.0	P07285	Q06668
4941	5082	0.0	P51862	Q06390
2508	3846	0.0	P46956	Q01649
4103	5095	0.0	Q03653	P14772
2753	2948	0.0	P05319	Q12373
17	912	0.0	P48567	P42940
2413	4778	0.0	Q04410	P43611
3738	4379	0.0	P30657	P40970
3468	3957	0.0	Q12483	Q02785
751	4500	0.0	Q06630	Q04893
2073	4570	0.0	P32342	Q01684
866	1391	0.0	P24482	P80667
4560	4624	0.0	P39002	P54854
5104	5141	0.0	Q06815	P09950
2797	3546	0.0	P22215	P14066
286	924	0.0	P0CX21	P40579
3285	3358	0.0	P39709	P30665
4171	4173	0.0	O14468	Q12400
3272	3289	0.0	P15108	P33317
3004	4729	0.0	Q96VH5	P40188
3090	3408	0.0	Q12748	Q07930
3713	3807	0.0	P38071	Q03125
4226	5096	0.0	Q05937	P12868
3810	4647	0.0	P38248	P39933
2062	4416	0.0	P53221	Q06833
2303	3591	0.0	P09201	Q12121
1064	3176	0.0	Q02887	P40567
4862	5074	0.0	P02557	P20840
4071	4215	0.0	P40345	P24384
4578	4822	0.0	P00815	P23900
4146	4982	0.0	Q02933	P53390
2499	4934	0.0	Q02981	P32474
3927	4999	0.0	P41816	P42934
4582	4654	0.0	Q06170	Q04632
4404	4562	0.0	P36002	P39000
3696	4914	0.0	P25045	P39015
296	1278	0.0	P40169	P32767
2909	3081	0.0	P25293	Q08054
2539	4616	0.0	Q2V2P3	P41834
4464	4636	0.0	Q03466	P07284
2278	3363	0.0	Q03760	Q12469
345	1651	0.0	P40093	P32768
4406	4989	0.0	P36000	P38265
3548	3964	0.0	Q06315	P42837
912	1577	0.0	P42940	P53743
2877	4195	0.0	P46948	P39105
4323	4553	0.0	Q04371	P13587
71	3180	0.0	P38283	P53851
1839	2337	0.0	P37291	Q03899
2292	4829	0.0	Q3E830	P49687
3154	4930	0.0	Q6Q5K6	P32478
629	790	0.0	P07884	P23394
4445	5036	0.0	P53982	P23642
1498	4508	0.0	P53334	P21651
951	3269	0.0	P40088	P35497
4863	5109	0.0	P40413	P23291
5027	5039	0.0	P16140	Q07914
3123	4381	0.0	Q08471	Q04746
4081	4154	0.0	P33200	P38341
505	4261	0.0	P40987	P25638
3431	3632	0.0	Q12027	Q08581
482	3316	0.0	P47018	P34218
4106	4216	0.0	Q03306	Q03083
83	879	0.0	P32613	P53724
1421	3003	0.0	P25333	P38687
2668	3118	0.0	P03875	P32641
5086	5118	0.0	P04817	P23293
505	2725	0.0	P40987	Q07623
547	788	0.0	Q06143	P39551
274	3391	0.0	P36093	P38321
978	4616	0.0	Q12341	P41834
1250	3781	0.0	P39983	P56628
2517	4949	0.0	P38842	Q04066
5003	5018	0.0	P38254	Q12167
3270	3456	0.0	Q04673	P23059
2645	2648	0.0	Q06409	P38278
747	4157	0.0	P01123	P38344
2360	4794	0.0	P53167	P31755
3700	4198	0.0	P38069	P39102
4382	4610	0.0	P36172	P38844
4138	4201	0.0	Q02205	Q06147
4222	4478	0.0	P17891	P38428
2662	4422	0.0	Q12447	Q06839
2444	3350	0.0	P32898	Q03630
2045	3033	0.0	Q12316	Q3E7Y5
3729	4713	0.0	P38082	P36103
4544	4869	0.0	P17555	Q04659
2706	5005	0.0	P34162	P53629
2193	3025	0.0	P21372	P32368
2916	4846	0.0	Q08904	P38169
461	3113	0.0	Q01217	P24814
1546	5079	0.0	Q04279	P53137
3424	3822	0.0	P38250	P23287
3755	3953	0.0	P48524	P39533
3065	4280	0.0	Q03246	P23250
4080	4428	0.0	P33203	Q03983
4538	5067	0.0	Q08234	P36112
1213	3123	0.0	P47101	Q08471
1227	2400	0.0	Q12330	P15442
2624	4826	0.0	P40491	Q06554
847	3117	0.0	P53037	Q06485
2749	3829	0.0	P53154	P47065
3115	3696	0.0	Q04344	P25045
2268	2902	0.0	Q12433	P25298
873	1325	0.0	P38769	Q02931
3635	4521	0.0	P33302	Q3E758
1556	1831	0.0	P47117	P27999
2129	2912	0.0	P25651	P09547
513	2390	0.0	Q08287	P43638
4843	5092	0.0	P48235	P07258
287	1682	0.0	Q04177	Q99314
3349	4521	0.0	P11914	Q3E758
226	3433	0.0	P87287	Q07084
645	2587	0.0	P07270	P33335
3371	4597	0.0	Q12463	P53252
2675	3207	0.0	P06786	Q12213
667	4925	0.0	P40339	P32903
1577	3057	0.0	P53743	Q04233
2401	3610	0.0	P22202	P07342
2566	3906	0.0	P32944	Q02521
1799	1824	0.0	O13585	Q06648
464	3663	0.0	P39540	P20486
2954	3254	0.0	Q08844	P40019
3383	4469	0.0	Q06685	Q02799
1621	4493	0.0	P16861	P38090
4764	4902	0.0	P40364	Q03690
1937	4896	0.0	Q03964	P27929
2706	3928	0.0	P34162	Q04545
2212	3254	0.0	P34244	P40019
2915	3481	0.0	Q12379	Q05778
4798	4932	0.0	Q03823	P32476
886	3067	0.0	P08518	P28240
1898	3583	0.0	Q12425	P02992
2177	3026	0.0	P04173	Q12457
1652	3908	0.0	P04161	P32645
2195	5110	0.0	Q06091	P19516
2572	4630	0.0	Q03028	P20050
3818	4877	0.0	P32828	P38292
1151	2509	0.0	P38234	P46957
2779	4824	0.0	P53330	Q06001
2124	4346	0.0	P38855	Q04749
2304	3710	0.0	P25349	P38066
3882	4412	0.0	P53871	P36009
4671	5045	0.0	P26263	P53538
1801	2187	0.0	P50861	Q06098
1494	3600	0.0	P38067	P47037
3608	3832	0.0	P07347	Q03654
3000	3855	0.0	P38682	Q08032
1603	2742	0.0	Q08977	P53158
4689	4856	0.0	Q08227	P32773
2892	4433	0.0	P36046	P47113
4568	4601	0.0	P32481	P53256
3214	4077	0.0	Q12218	P40343
4902	4924	0.0	Q03690	P32902
2026	2796	0.0	P53088	Q04110
5024	5103	0.0	P38620	P53757
1396	1914	0.0	Q00618	P13181
864	4357	0.0	Q08548	P15790
1335	1954	0.0	Q12089	P53956
3152	4981	0.0	Q04697	P53824
415	1757	0.0	P38925	P38922
3895	4727	0.0	P53909	P33441
3253	3740	0.0	P40016	P32573
3091	4871	0.0	Q08692	P38299
4988	5023	0.0	P43682	Q3E7C1
2268	2623	0.0	Q12433	P0C2H6
3484	3962	0.0	P22276	P38889
5118	5120	0.0	P23293	P40317
467	4005	0.0	Q03529	Q08954
5069	5129	0.0	P53039	P38994
973	5041	0.0	Q99332	P38627
3156	3411	0.0	P49018	P47169
1235	2822	0.0	Q08650	P53200
3694	4500	0.0	P25040	Q04893
5035	5083	0.0	P23643	Q12283
5037	5130	0.0	P23641	P38629
1912	2192	0.0	P35727	P21373
3082	3481	0.0	P36057	Q05778
720	3461	0.0	P47084	Q07379
4055	4282	0.0	P12686	P40570
3306	4171	0.0	Q12071	O14468
626	4520	0.0	P0CX15	P34087
3841	4719	0.0	Q3E792	P36105
2093	4285	0.0	P21801	P41807
859	2875	0.0	Q03956	Q12276
1082	3577	0.0	Q08816	Q02201
2318	3106	0.0	P34111	Q08273
2295	3103	0.0	P38114	P53141
5102	5116	0.0	Q06819	P40312
2948	3328	0.0	Q12373	Q12746
4985	5102	0.0	P53822	Q06819
3244	4477	0.0	P42939	P38429
2967	3385	0.0	Q06053	Q06686
4737	4843	0.0	P04807	P48235
2225	2338	0.0	Q08926	Q04921
3849	5007	0.0	Q08412	P41912
5038	5130	0.0	Q05468	P38629
4414	5085	0.0	P11075	Q12285
2417	3131	0.0	P36083	P25847
2569	2883	0.0	P10622	P40002
3431	4930	0.0	Q12027	P32478
4425	4671	0.0	P47116	P26263
1555	3506	0.0	P47114	P52491
1920	2173	0.0	P52593	Q06412
1103	3357	0.0	P33303	P29295
4805	5035	0.0	P20459	P23643
2676	4696	0.0	P20433	Q12382
365	2280	0.0	P38285	P40548
2367	2746	0.0	Q02772	P53150
3423	4178	0.0	P38257	P27809
1844	2241	0.0	P34252	P39516
4869	4976	0.0	Q04659	P32583
804	3396	0.0	Q03559	Q04226
4328	4612	0.0	P39108	P08004
4522	4929	0.0	P25087	Q04408
3347	4282	0.0	P18408	P40570
4418	4940	0.0	Q06836	Q92393
1123	1950	0.0	P53833	P53952
3147	5047	0.0	P53858	P0CX36
4358	5114	0.0	O13525	P32916
4336	4835	0.0	P40502	P38740
4648	5137	0.0	Q07648	P40085
4384	4783	0.0	Q12024	Q02825
2223	4535	0.0	Q08920	P24280
3769	3979	0.0	Q07923	P05626
3914	4583	0.0	P0CX81	P00812
2198	3490	0.0	Q06058	P32785
3839	5055	0.0	Q04401	P39702
2859	2889	0.0	P38875	P36049
261	2505	0.0	P40434	Q12230
4928	5020	0.0	Q04409	Q08687
60	1461	0.0	P31109	P40465
3033	3642	0.0	Q3E7Y5	P33308
37	1942	0.0	P32839	P29547
507	4203	0.0	P32451	P38967
3864	4660	0.0	P42073	P00635
1159	3616	0.0	Q07887	P42842
3619	3648	0.0	P42845	P36087
1754	2321	0.0	P46983	P47139
4033	5115	0.0	P38812	Q12026
1876	1978	0.0	P43570	P21576
81	3221	0.0	Q07362	P38865
2023	4426	0.0	P53317	P17121
250	1583	0.0	P14164	P53749
1719	1743	0.0	Q02767	P36076
4825	5081	0.0	P43585	P07257
4544	5037	0.0	P17555	P23641
3183	4304	0.0	P53212	Q12245
4960	5007	0.0	Q12150	P41912
4985	5091	0.0	P53822	P39965
2617	2824	0.0	Q08932	P53202
756	1405	0.0	P38158	P50275
1715	2100	0.0	Q12372	P07236
4129	4415	0.0	P39927	P11076
1229	1516	0.0	P32387	P47064
4276	4585	0.0	P25639	P32806
1831	2404	0.0	P27999	P53306
3874	4537	0.0	Q05164	P53107
1447	1919	0.0	P40210	Q00723
1783	5073	0.0	Q8TGJ3	P40084
1490	2285	0.0	P38226	P35997
1118	3528	0.0	P21268	P12684
1398	3964	0.0	P53241	P42837
3072	4662	0.0	P35177	Q99395
4884	4937	0.0	P31377	P32473
4939	5025	0.0	P48238	P36775
2644	3420	0.0	P38699	Q08683
2309	3706	0.0	P35190	P05066
4193	4421	0.0	P39107	P38786
4932	5088	0.0	P32476	P04819
3812	4809	0.0	Q00684	P07253
1913	2653	0.0	P39925	P38270
137	3495	0.0	Q04183	Q12346
4002	4161	0.0	P39923	P36145
1141	1286	0.0	P13712	P11154
4006	4284	0.0	O13516	P23255
1759	3963	0.0	P38920	P38888
1756	2539	0.0	Q08970	Q2V2P3
2205	4632	0.0	Q06706	P07280
1184	2546	0.0	P38110	P38902
1690	2029	0.0	P32379	P53279
3427	4545	0.0	P41817	P53960
3219	3961	0.0	P38867	Q05541
111	1393	0.0	P47029	Q12157
3113	4874	0.0	P24814	P38329
1283	1488	0.0	Q04660	P53950
1355	4694	0.0	P07213	P31244
272	3076	0.0	Q3E7A9	Q08282
4687	5089	0.0	P40989	Q12289
839	2688	0.0	Q03835	Q3E829
122	256	0.0	Q08742	P38736
2044	2884	0.0	P41338	P40003
199	242	0.0	P32607	Q99260
922	1361	0.0	P41895	P05694
2942	3891	0.0	P07255	P53905
2409	3001	0.0	P32891	P53769
2852	4001	0.0	P25586	P37262
1646	4772	0.0	P14127	P38631
2409	3506	0.0	P32891	P52491
2780	3206	0.0	P53843	Q12214
4880	5078	0.0	Q02771	Q08980
2183	3956	0.0	Q12046	Q02784
4633	4695	0.0	P07283	Q12383
2121	5042	0.0	P32380	Q02891
2792	4047	0.0	P15454	P25558
2663	5140	0.0	P40993	Q07800
1912	4898	0.0	P35727	Q08422
2692	3645	0.0	P38304	Q07825
697	2339	0.0	P36135	P01097
4124	4265	0.0	P38431	Q99380
2182	3220	0.0	Q03759	Q06150
1172	2289	0.0	P39727	P38112
1140	4577	0.0	Q06134	P53068
396	4132	0.0	P38921	P25389
3197	4185	0.0	P32337	P09436
2067	2779	0.0	Q02883	P53330
4194	4782	0.0	P53115	P51533
2467	4427	0.0	P0CX48	Q03780
1928	2609	0.0	Q04264	Q07451
4964	5141	0.0	P08018	P09950
1087	3632	0.0	P38707	Q08581
2198	3910	0.0	Q06058	P0CX85
3447	3943	0.0	P32832	P37267
2549	3777	0.0	Q12128	P38332
2311	3831	0.0	P35192	P20095
971	3286	0.0	Q12348	P36146
3558	3638	0.0	P35844	P33307
4056	4844	0.0	P36012	P50082
981	4829	0.0	P05738	P49687
980	2849	0.0	P05739	P25583
3722	4582	0.0	Q06146	Q06170
843	3793	0.0	P09734	Q06336
480	4931	0.0	P47015	P32479
271	4381	0.0	Q03362	Q04746
4134	4803	0.0	Q07793	Q06488
4378	4838	0.0	P32354	P38167
4521	4778	0.0	Q3E758	P43611
3737	4853	0.0	P30656	Q03213
2095	2113	0.0	P53120	P38858
2967	3992	0.0	Q06053	P10823
794	4976	0.0	Q07653	P32583
3190	4130	0.0	P38115	P39926
4701	5026	0.0	P36111	P10870
3675	4513	0.0	P50109	P47190
4235	5025	0.0	P32493	P36775
2195	2345	0.0	Q06091	P09064
3238	3555	0.0	P38838	P20606
3031	3613	0.0	Q03337	Q03691
2490	4661	0.0	P40101	P41909
1613	1684	0.0	Q04629	P22138
2603	3754	0.0	Q06247	P39936
1962	4868	0.0	P32569	Q08649
4907	5135	0.0	P53730	P22515
4950	5073	0.0	Q04082	P40084
581	2201	0.0	P40583	P33297
4062	4678	0.0	P36019	P47090
4716	4877	0.0	P36106	P38292
827	1355	0.0	P29461	P07213
3848	4473	0.0	Q3E813	P38426
4033	4673	0.0	P38812	P36118
2802	4841	0.0	P10363	Q07978
3143	3828	0.0	P53852	Q03655
867	4832	0.0	P32849	P38745
4645	5137	0.0	Q99247	P40085
2076	4397	0.0	P32345	P25567
3081	4890	0.0	Q08054	P16892
3334	4665	0.0	P38074	P26448
175	1666	0.0	P38191	Q12361
1329	2036	0.0	Q12080	Q12015
4003	4174	0.0	P40151	Q03787
3615	4684	0.0	P42841	P33759
4720	4920	0.0	P33448	P32909
895	3828	0.0	P40479	Q03655
3207	5040	0.0	Q12213	P22696
1689	2750	0.0	P40005	P53155
4781	4954	0.0	P38352	P28272
4024	4787	0.0	P36166	P15367
3940	4510	0.0	P32793	P38773
427	3025	0.0	P30775	P32368
1312	2239	0.0	P32366	Q3E790
160	3724	0.0	Q06673	Q03640
2497	3002	0.0	P18412	P46683
3711	3833	0.0	P38065	P21705
4619	4640	0.0	P41832	Q12250
2395	4327	0.0	P53309	Q07791
1311	1650	0.0	Q12377	P43589
191	4101	0.0	Q04500	Q03124
595	3979	0.0	Q04602	P05626
4799	5114	0.0	P48570	P32916
2148	2501	0.0	P40063	Q12234
2591	4186	0.0	Q12056	P53397
3423	4405	0.0	P38257	P36001
502	623	0.0	P32459	P25694
5027	5132	0.0	P16140	P40080
4483	4660	0.0	Q03063	P00635
4225	4375	0.0	Q05931	P53072
795	2959	0.0	P31385	P11745
147	4427	0.0	P32465	Q03780
1269	2216	0.0	P41546	P69771
2855	4940	0.0	P25585	Q92393
1704	4315	0.0	P40009	P48353
3438	4035	0.0	P53131	P38813
1821	1972	0.0	P38286	Q04007
3906	4743	0.0	Q02521	Q06224
418	956	0.0	Q3E7B7	Q12188
4102	4685	0.0	P56508	Q12389
3658	4278	0.0	Q06214	P23493
256	4454	0.0	P38736	Q06168
2478	5100	0.0	P27514	P32527
2630	2645	0.0	Q3E731	Q06409
1934	3190	0.0	P47127	P38115
3907	4338	0.0	Q02831	P25642
2117	4787	0.0	Q05518	P15367
646	5137	0.0	P38817	P40085
2488	3959	0.0	P38622	Q05543
2971	5081	0.0	P34226	P07257
946	1373	0.0	P53293	P21957
4390	4707	0.0	Q08887	Q08226
1056	1160	0.0	P22353	P25386
3733	5032	0.0	P38088	P38887
4264	4921	0.0	P53243	P40056
1371	3181	0.0	P38957	P53215
1301	1814	0.0	P05743	P38720
3561	4709	0.0	Q12260	P40960
1393	2536	0.0	Q12157	P36108
171	1566	0.0	P21691	P47118
4194	5048	0.0	P53115	P13433
674	3366	0.0	Q01722	Q12466
1741	3974	0.0	P81450	Q04739
3451	4128	0.0	Q07804	P39924
1529	2276	0.0	P48581	Q12438
2353	3393	0.0	P53940	Q04225
4838	5131	0.0	P38167	Q12753
1492	5114	0.0	P14284	P32916
4267	5044	0.0	Q99382	O13547
4096	4100	0.0	Q06337	Q06333
1892	4126	0.0	P48361	P17157
3979	5050	0.0	P05626	P0CX32
1877	3005	0.0	Q04487	P38689
3098	4729	0.0	P53147	P40188
1702	4959	0.0	Q12090	P40050
958	2241	0.0	P22936	P39516
2839	3041	0.0	P32324	P06776
936	4733	0.0	P41948	P04802
4813	4990	0.0	P25369	P53735
2886	4747	0.0	P33748	P49334
2733	4672	0.0	P32504	P19657
3194	4424	0.0	P53324	Q02873
2553	3306	0.0	P23639	Q12071
3799	4423	0.0	Q04969	Q08217
2649	3273	0.0	Q12530	P54072
2039	4987	0.0	P38247	P53829
2004	2422	0.0	P43602	Q08822
773	2817	0.0	P48439	Q12335
699	1101	0.0	P48239	Q08484
2418	2812	0.0	Q05473	Q12338
1832	2195	0.0	P38163	Q06091
4702	4913	0.0	Q03327	P48231
1834	2644	0.0	P07248	P38699
5001	5121	0.0	P53975	P40314
770	2558	0.0	Q12500	Q12124
1893	3397	0.0	P52910	P38328
4172	5111	0.0	P27801	P40318
5119	5122	0.0	P40316	P38993
1042	1303	0.0	O94742	P15731
293	2977	0.0	P38277	Q05787
510	3584	0.0	P32454	P46965
4452	4606	0.0	Q06163	P53258
4888	5010	0.0	P31378	P53622
3147	3182	0.0	P53858	P53214
2355	3977	0.0	P53751	P28627
4394	4425	0.0	P53855	P47116
2716	5092	0.0	P47142	P07258
5069	5099	0.0	P53039	Q07794
2023	3975	0.0	P53317	P48360
2737	3658	0.0	P89886	Q06214
3124	3570	0.0	P00925	Q02209
3403	4003	0.0	P47167	P40151
4143	4588	0.0	Q07555	P32803
889	4820	0.0	P53728	P38182
944	4670	0.0	P53295	Q12052
1116	4966	0.0	P38125	P53719
4409	4680	0.0	P36005	P36054
2925	4913	0.0	P53687	P48231
4379	5077	0.0	P40970	P36114
792	1092	0.0	Q07657	P00724
3129	3324	0.0	Q01662	Q06510
2707	4896	0.0	P34163	P27929
3995	4877	0.0	P40032	P38292
4997	5060	0.0	Q99278	Q12751
87	2919	0.0	P27616	Q02354
4993	5094	0.0	P00045	P32836
1574	3198	0.0	P28003	P32336
2161	2493	0.0	P40518	P06182
2958	4056	0.0	P09880	P36012
4015	5033	0.0	P42223	Q12386
2663	3185	0.0	P40993	P32339
3952	4726	0.0	Q12277	Q12034
3317	4270	0.0	P34219	Q99385
517	3981	0.0	Q08281	P39083
2904	2964	0.0	P19358	P34221
1820	4855	0.0	Q05779	Q03764
2567	3394	0.0	Q03496	P38325
4356	4367	0.0	P36138	Q04162
1868	3028	0.0	Q01855	P34243
1695	4912	0.0	P38841	P47160
149	1107	0.0	Q04432	Q06629
2064	4515	0.0	Q02554	Q04949
3047	3474	0.0	P13188	P29703
4134	5035	0.0	Q07793	P23643
3857	4055	0.0	P39928	P12686
1570	3790	0.0	P28006	P14843
4369	4474	0.0	Q02795	P40489
3733	5004	0.0	P38088	P53628
5124	5126	0.0	P38991	P38625
4371	4885	0.0	Q02793	P09368
1648	2826	0.0	P32774	P53204
1991	3745	0.0	P43573	Q08215
4623	4993	0.0	Q06639	P00045
5020	5036	0.0	Q08687	P23642
2852	3468	0.0	P25586	Q12483
2969	3420	0.0	P34224	Q08683
4838	5012	0.0	P38167	P38256
1358	2440	0.0	P12612	P54785
1939	2319	0.0	P24279	P34110
1613	4977	0.0	Q04629	P32580
2686	3440	0.0	Q3E824	P32529
4710	4716	0.0	P40963	P36106
3093	5076	0.0	Q04902	P23595
2150	2649	0.0	P40065	Q12530
3433	4223	0.0	Q07084	P17890
2655	4103	0.0	P38276	Q03653
4774	5078	0.0	P38637	Q08980
3467	3820	0.0	Q12487	P53129
4619	4759	0.0	P41832	Q99220
1601	4079	0.0	P53174	P33202
458	4459	0.0	P29056	P28791
2665	4571	0.0	P00410	P32486
3082	4172	0.0	P36057	P27801
658	3666	0.0	P0CE69	P40353
2433	4814	0.0	P22213	P40561
14	4966	0.0	P48562	P53719
2417	4200	0.0	P36083	Q12050
4527	4581	0.0	Q02983	Q08955
3954	4624	0.0	P53343	P54854
1354	2688	0.0	P15646	Q3E829
1443	4212	0.0	P39946	P02407
3534	4240	0.0	P53262	P53064
46	1375	0.0	P38750	P21951
429	819	0.0	Q06598	P47007
878	4750	0.0	P53725	Q06821
847	1109	0.0	P53037	P33751
3554	4401	0.0	P33753	Q12393
4109	5102	0.0	P38229	Q06819
2298	3279	0.0	Q06679	P08524
1775	3901	0.0	Q12146	P25607
3545	4384	0.0	Q05080	Q12024
3983	4131	0.0	Q04003	P53130
4084	4894	0.0	P33204	P20604
3548	4814	0.0	Q06315	P40561
1233	2946	0.0	P46674	P33327
4663	5077	0.0	Q99394	P36114
4627	4743	0.0	P20053	Q06224
3521	4680	0.0	P25612	P36054
4321	4729	0.0	P25646	P40188
4689	5115	0.0	Q08227	Q12026
2163	2257	0.0	P10961	P38206
4716	4927	0.0	P36106	P32901
2635	3860	0.0	Q06406	P53691
326	2388	0.0	O74700	P43636
255	591	0.0	Q08223	Q04608
1059	2044	0.0	P38312	P41338
2729	4736	0.0	Q04930	P04806
3674	4558	0.0	P50108	P39004
3980	4161	0.0	Q05789	P36145
4484	4536	0.0	P25381	P38288
3637	5109	0.0	P33300	P23291
4764	4795	0.0	P40364	P50623
2681	3968	0.0	Q3E7X9	P38886
3583	4047	0.0	P02992	P25558
3585	3983	0.0	P46964	Q04003
1327	4111	0.0	Q12082	Q06159
1565	3049	0.0	P47119	Q06538
1562	3111	0.0	P53337	P53148
1049	2973	0.0	Q12163	P34228
302	2763	0.0	P40161	P05317
3079	4418	0.0	Q05043	Q06836
1749	4329	0.0	P33775	Q07729
1352	1566	0.0	Q05530	P47118
2492	2857	0.0	P40106	P10507
3913	5127	0.0	P32316	P38996
3482	4205	0.0	P53865	Q02889
1273	2679	0.0	P26784	P25578
1086	2431	0.0	P21304	Q12305
693	1413	0.0	P36131	Q05854
1895	4610	0.0	P47076	P38844
2514	3679	0.0	P53437	P50101
312	4137	0.0	Q12296	Q03375
972	1144	0.0	Q05948	P13711
4477	4633	0.0	P38429	P07283
1328	3568	0.0	Q12083	P28834
2031	3836	0.0	P53083	Q3E793
5035	5105	0.0	P23643	Q06817
4859	4895	0.0	P40414	P23254
40	3251	0.0	Q03768	P40014
1151	3165	0.0	P38234	P38187
3211	4913	0.0	P08431	P48231
1047	3455	0.0	Q12161	D6W196
867	2658	0.0	P32849	P11978
2265	3909	0.0	P47042	P32644
3242	4194	0.0	P14180	P53115
894	3434	0.0	P05316	Q06671
2191	4935	0.0	Q08826	Q04406
4746	4882	0.0	Q08967	P31374
947	2497	0.0	P53292	P18412
4347	4772	0.0	P54730	P38631
2552	3269	0.0	P23638	P35497
2434	4379	0.0	Q12306	P40970
1355	3020	0.0	P07213	Q12451
4682	4765	0.0	Q06493	P40363
3583	4844	0.0	P02992	P50082
3090	5133	0.0	Q12748	P21264
3631	4632	0.0	P40355	P07280
2780	4425	0.0	P53843	P47116
1555	4267	0.0	P47114	Q99382
4088	5082	0.0	P38222	Q06390
717	3207	0.0	P53939	Q12213
2314	2545	0.0	P18899	P38907
366	1174	0.0	Q06116	P39724
4865	5004	0.0	P32775	P53628
1907	4524	0.0	P39984	P49960
1076	3814	0.0	P21734	P39111
4446	4968	0.0	P39958	P32610
2942	4710	0.0	P07255	P40963
4864	4986	0.0	P07703	P53823
1341	4955	0.0	P19736	P00127
2623	3931	0.0	P0C2H6	P04076
2322	3399	0.0	P47138	Q6Q5X2
3025	3634	0.0	P32368	P36155
2210	3992	0.0	P34246	P10823
4374	5086	0.0	P38281	P04817
1594	2322	0.0	P32558	P47138
4641	4880	0.0	Q12256	Q02771
1282	3621	0.0	P0CD99	P42847
1650	3130	0.0	P43589	P06197
2082	2701	0.0	P36014	P35182
4411	4645	0.0	P21592	Q99247
4750	4812	0.0	Q06821	P25368
3746	3787	0.0	P40510	P53124
2982	4697	0.0	Q08909	P42835
2721	2980	0.0	P47147	Q06704
1788	1956	0.0	P20967	P53959
3697	4877	0.0	P25044	P38292
1563	4391	0.0	P28795	Q08886
386	2719	0.0	P25340	P47141
1277	4250	0.0	P50084	P16451
2266	4506	0.0	P47041	P38356
578	961	0.0	P08456	Q12182
3681	4253	0.0	Q06525	P17967
381	721	0.0	P25348	P48234
1475	2924	0.0	Q03281	P38732
4330	4967	0.0	P32074	Q03619
872	4168	0.0	P32841	P47183
926	4622	0.0	P53616	P54858
3385	4769	0.0	Q06686	P38632
1433	2990	0.0	P38712	Q3E742
4504	4645	0.0	P15801	Q99247
4345	5103	0.0	Q02647	P53757
39	1075	0.0	P38758	P40217
5125	5133	0.0	P40089	P21264
4564	4774	0.0	P01149	P38637
4194	4316	0.0	P53115	Q99258
322	1829	0.0	P14747	P38237
3239	3349	0.0	P40544	P11914
4859	5140	0.0	P40414	Q07800
3871	4413	0.0	P36096	P36008
4724	5132	0.0	P40186	P40080
4019	5026	0.0	P36160	P10870
630	4229	0.0	P38202	P32495
1938	4870	0.0	Q05776	P38298
1195	1514	0.0	P28321	Q12416
2852	3979	0.0	P25586	P05626
4655	4852	0.0	P08525	P31111
4683	4964	0.0	Q03323	P08018
2191	4135	0.0	Q08826	Q06537
283	3548	0.0	P0CX24	Q06315
4209	4665	0.0	Q08409	P26448
3150	4993	0.0	Q04693	P00045
1010	2611	0.0	P07266	Q03769
1097	4032	0.0	P37254	P03069
3316	4039	0.0	P34218	Q3E705
2929	3806	0.0	P53929	P13099
298	4974	0.0	Q02721	P47009
153	4050	0.0	P32463	P12683
701	1436	0.0	P09932	P38717
3306	3376	0.0	Q12071	P45818
3302	4703	0.0	Q06263	Q12092
3761	4812	0.0	P32906	P25368
4310	4907	0.0	Q99257	P53730
3801	3841	0.0	P39685	Q3E792
873	2418	0.0	P38769	Q05473
3250	4041	0.0	P40015	Q06204
2500	3401	0.0	Q12235	Q03254
3737	4135	0.0	P30656	Q06537
4218	4745	0.0	Q01519	Q03697
4971	5041	0.0	Q05040	P38627
954	3604	0.0	P22217	P40020
4809	4834	0.0	P07253	Q12123
1469	4681	0.0	Q03714	P34730
1063	2384	0.0	P19881	P42839
3888	4530	0.0	P28241	P53108
5108	5126	0.0	Q08232	P38625
